49.633003	1.000000	48.692271	2.160404e-04	100.041703	138.126833	3.290494e-17	8.891642e-08	3.661658e-29
48.640202	1.000000	46.874594	2.147167e-04	99.019659	135.418470	8.212393e-17	2.257230e-07	9.265226e-29
47.666866	1.000000	45.121340	2.134178e-04	98.038713	132.763211	1.971680e-16	5.511935e-07	2.254467e-28
46.712616	1.000000	43.430437	2.121431e-04	97.094325	130.160016	4.549664e-16	1.293556e-06	5.270695e-28
45.777077	1.000000	41.799869	2.108917e-04	96.181929	127.607865	1.011926e-15	2.925967e-06	1.187322e-27
44.859879	1.000000	40.227663	2.096631e-04	95.296923	125.105749	2.175442e-15	6.396740e-06	2.584320e-27
43.960667	1.000000	38.711919	2.084567e-04	94.434759	122.652699	4.513002e-15	1.349407e-05	5.425835e-27
43.079086	1.000000	37.250771	2.072718e-04	93.591370	120.247747	9.082630e-15	2.761408e-05	1.104729e-26
42.214790	1.000000	35.842409	2.061081e-04	92.762458	117.889948	1.786820e-14	5.523489e-05	2.176331e-26
41.367443	1.000000	34.485084	2.049649e-04	91.943067	115.578385	3.384572e-14	1.063720e-04	4.168412e-26
40.536709	1.000000	33.177086	2.038419e-04	91.126873	113.312142	6.223571e-14	1.988513e-04	7.747128e-26
39.722263	1.000000	31.916766	2.027390e-04	90.305485	111.090334	1.113073e-13	3.615359e-04	1.399730e-25
38.923790	1.000000	30.702533	2.016560e-04	89.467206	108.912099	1.939246e-13	6.402845e-04	2.462645e-25
38.140972	1.000000	29.532844	2.005933e-04	88.595517	106.776572	3.290368e-13	1.104257e-03	4.226468e-25
37.373505	1.000000	28.406227	1.995518e-04	87.665715	104.682921	5.456238e-13	1.861133e-03	7.076761e-25
36.621082	1.000000	27.321273	1.985329e-04	86.643774	102.630313	8.825619e-13	3.059572e-03	1.155551e-24
35.883415	1.000000	26.276669	1.975393e-04	85.482409	100.617957	1.394722e-12	4.913682e-03	1.842813e-24
35.160213	1.000000	25.271188	1.965753e-04	84.119041	98.645062	2.155668e-12	7.717533e-03	2.874186e-24
34.451191	1.000000	24.303723	1.956471e-04	82.461924	96.710849	3.282676e-12	1.194188e-02	4.392859e-24
33.756069	1.000000	23.373311	1.947642e-04	80.435420	94.814557	4.871350e-12	1.800612e-02	6.578812e-24
33.074577	1.000000	22.479158	1.939394e-04	77.942438	92.955447	7.075616e-12	2.657283e-02	9.643305e-24
32.406448	1.000000	21.620696	1.931910e-04	74.696884	91.132791	1.040584e-11	3.970424e-02	1.389478e-23
31.751419	1.000000	20.797605	1.925438e-04	70.987712	89.345871	1.455373e-11	5.641569e-02	1.962512e-23
31.109234	1.000000	20.009880	1.920304e-04	66.673499	87.593990	2.001477e-11	7.881924e-02	2.726054e-23
30.479641	1.000000	19.257902	1.916937e-04	61.846073	85.876461	2.707149e-11	1.083050e-01	3.724688e-23
29.862394	1.000000	18.542492	1.915884e-04	56.535381	84.192612	3.648267e-11	1.482792e-01	5.008009e-23
29.257250	1.000000	17.864990	1.917838e-04	50.444634	82.541778	5.026339e-11	2.075584e-01	6.631038e-23
28.663971	1.000000	17.227393	1.923664e-04	44.987511	80.923313	6.603391e-11	2.770721e-01	8.635949e-23
28.082325	1.000000	16.632384	1.934419e-04	40.040475	79.336583	8.462893e-11	3.608740e-01	1.110976e-22
27.512083	1.000000	16.083576	1.951417e-04	35.580625	77.780963	1.071511e-10	4.644651e-01	1.411606e-22
26.953024	1.000000	15.585464	1.976181e-04	31.708062	76.255849	1.338639e-10	5.900540e-01	1.769325e-22
26.404926	1.000000	15.143733	2.010576e-04	28.417523	74.760639	1.653234e-10	7.413770e-01	2.191863e-22
25.867575	1.000000	14.765378	2.056767e-04	25.687599	73.294744	2.018266e-10	9.213551e-01	2.683643e-22
25.340759	1.000000	14.458544	2.117236e-04	23.504510	71.857591	2.425262e-10	1.127952e+00	3.235439e-22
24.824274	1.000000	14.233630	2.194987e-04	21.730110	70.448620	2.897908e-10	1.374400e+00	3.876333e-22
24.317917	0.999999	14.102235	2.293269e-04	20.358313	69.067277	3.426629e-10	1.659151e+00	4.595714e-22
23.821487	0.999999	14.078481	2.415884e-04	19.341327	67.713018	4.013851e-10	1.986753e+00	5.397171e-22
23.334791	0.999999	14.178281	2.567024e-04	18.631947	66.385310	4.677028e-10	2.370097e+00	6.279111e-22
22.857639	0.999998	14.420009	2.751397e-04	18.240094	65.083640	5.379492e-10	2.795341e+00	7.241133e-22
22.389843	0.999997	14.825100	2.974086e-04	18.137885	63.807492	6.130901e-10	3.272160e+00	8.273297e-22
